review_id,product_category,rating,sentiment_label,review_text,date
493,chuột,5,positive,"shop giao nhanh, cầm vừa tay, phản hồi tốt, đáng tiền",2025-07-08
494,nồi chiên,5,positive,"dung tích lớn, rất tiện, sẽ ủng hộ tiếp",2025-07-10
495,áo thun,2,negative,"chỉ thừa nhiều, hơi thất vọng, đáng tiền",2025-06-26
496,bàn phím,3,neutral,"đúng mô tả nhưng giao hơi lâu, hơi tiếc",2025-01-26
497,bàn phím,3,neutral,"shop giao nhanh, dùng văn phòng khá ổn, sẽ ủng hộ tiếp",2025-05-18
498,giày thể thao,4,positive,"shop giao nhanh, đế bám tốt, chạy thích, sẽ ủng hộ tiếp",2025-11-04
499,nồi chiên,5,positive,"đóng gói cẩn thận, dung tích lớn, rất tiện, hơi tiếc",2026-04-04
500,áo thun,3,neutral,"săn sale nên thấy mặc tạm ổn, đáng tiền",2025-12-13
501,sạc dự phòng,3,neutral,"dùng được, chưa thấy vấn đề, đáng tiền",2025-10-15
502,giày thể thao,2,negative,"size không chuẩn, hơi tiếc",2025-02-02
503,tai nghe,3,neutral,"đóng gói cẩn thận, nghe ổn trong tầm giá, sẽ ủng hộ tiếp",2025-03-18
504,sạc dự phòng,3,neutral,"đóng gói cẩn thận, đúng mô tả nhưng chưa nổi bật, sẽ ủng hộ tiếp",2026-01-05
505,chuột,2,negative,"săn sale nên thấy kết nối chập chờn, dùng bực mình, hơi tiếc",2026-01-13
506,chuột,2,negative,"pin yếu hơn mô tả, hơi tiếc",2025-12-10
507,tai nghe,1,negative,"pin tụt nhanh, hơi tiếc",2025-03-07
508,giày thể thao,4,positive,"nhẹ chân, đúng size, sẽ ủng hộ tiếp",2025-07-01
509,bàn phím,2,negative,"đóng gói cẩn thận, led không đều màu, đáng tiền",2025-10-27
510,tai nghe,4,positive,"âm thanh rõ, bass tốt",2025-11-14
511,chuột,4,positive,"kết nối ổn định, không bị lag, đáng tiền",2025-07-31
512,chuột,3,neutral,"đóng gói cẩn thận, dùng tạm ổn trong tầm giá, hơi tiếc",2025-10-19
513,áo thun,4,positive,"đóng gói cẩn thận, mặc thoải mái, đường may chắc, sẽ ủng hộ tiếp",2025-06-10
514,giày thể thao,5,positive,"shop giao nhanh, đi êm chân, form đẹp",2026-01-27
515,bàn phím,4,positive,"săn sale nên thấy keycap chắc chắn, build ngon, hơi tiếc",2025-07-26
516,áo thun,3,neutral,"mặc tạm ổn, sẽ ủng hộ tiếp",2026-01-10
517,tai nghe,3,neutral,"âm thanh ở mức chấp nhận được, sẽ ủng hộ tiếp",2025-04-26
518,giày thể thao,3,neutral,"săn sale nên thấy đi ổn, đúng giá tiền",2025-10-29
519,tai nghe,4,positive,săn sale nên thấy đeo êm tai lâu không đau,2025-11-02
520,sạc dự phòng,4,positive,"đóng gói cẩn thận, thiết kế đẹp, cầm chắc tay, sẽ ủng hộ tiếp",2025-03-26
521,nồi chiên,4,positive,"shop giao nhanh, dung tích lớn, rất tiện, sẽ ủng hộ tiếp",2026-01-11
522,chuột,1,negative,"con lăn bị kẹt, trải nghiệm tệ, hơi tiếc",2026-03-25
523,giày thể thao,4,positive,"nhẹ chân, đúng size",2025-01-25
524,giày thể thao,5,positive,"đi êm chân, form đẹp, đáng tiền",2025-08-31
525,giày thể thao,4,positive,"đế bám tốt, chạy thích",2025-05-19
526,sạc dự phòng,2,negative,sạc vào rất chậm,2025-03-02
527,tai nghe,4,positive,"âm thanh rõ, bass tốt, sẽ ủng hộ tiếp",2026-02-03
528,tai nghe,3,neutral,"săn sale nên thấy chưa test lâu nên chưa rõ độ bền, đáng tiền",2025-03-24
529,chuột,2,negative,"shop giao nhanh, con lăn bị kẹt, trải nghiệm tệ",2025-01-07
530,giày thể thao,4,positive,"đi êm chân, form đẹp",2025-02-08
531,giày thể thao,1,negative,"đóng gói cẩn thận, đi hơi cứng chân, đáng tiền",2025-08-26
532,chuột,4,positive,"đóng gói cẩn thận, cầm vừa tay, phản hồi tốt, đáng tiền",2025-08-07
533,giày thể thao,4,positive,"shop giao nhanh, đi êm chân, form đẹp, đáng tiền",2025-07-03
534,áo thun,3,neutral,"đóng gói cẩn thận, đúng mô tả, chất vải bình thường, sẽ ủng hộ tiếp",2025-02-28
535,áo thun,5,positive,"săn sale nên thấy mặc thoải mái, đường may chắc, hơi tiếc",2025-11-29
536,nồi chiên,4,positive,"nướng nhanh, chín đều, hơi tiếc",2025-10-30
537,áo thun,3,neutral,"săn sale nên thấy không quá xuất sắc nhưng chấp nhận được, đáng tiền",2025-11-10
538,chuột,3,neutral,"chưa dùng lâu nên chưa đánh giá thêm, hơi tiếc",2025-08-14
539,chuột,5,positive,"đóng gói cẩn thận, pin trâu, dùng mượt cả ngày",2025-09-25
540,giày thể thao,2,negative,"shop giao nhanh, size không chuẩn, hơi tiếc",2025-06-27
541,giày thể thao,1,negative,size không chuẩn,2025-01-06
542,giày thể thao,3,neutral,"đi ổn, đúng giá tiền, hơi tiếc",2025-06-14
543,bàn phím,5,positive,"shop giao nhanh, keycap chắc chắn, build ngon",2025-11-26
544,áo thun,4,positive,"săn sale nên thấy mặc thoải mái, đường may chắc",2025-08-18
545,chuột,3,neutral,săn sale nên thấy dùng tạm ổn trong tầm giá,2025-02-22
546,áo thun,4,positive,"màu đẹp như hình, đáng tiền",2026-04-01
547,sạc dự phòng,2,negative,"dung lượng không như quảng cáo, sẽ ủng hộ tiếp",2026-03-09
548,áo thun,5,positive,săn sale nên thấy màu đẹp như hình,2025-02-19
549,nồi chiên,2,negative,"đóng gói cẩn thận, vỏ có vết xước",2025-09-25
550,tai nghe,1,negative,"shop giao nhanh, pin tụt nhanh, hơi tiếc",2025-02-24
551,tai nghe,1,negative,"shop giao nhanh, pin tụt nhanh, hơi tiếc",2026-02-27
552,nồi chiên,5,positive,"máy chạy êm, dễ vệ sinh",2025-03-05
553,nồi chiên,3,neutral,nấu được nhưng không quá nhanh,2026-01-12
554,chuột,2,negative,"pin yếu hơn mô tả, sẽ ủng hộ tiếp",2026-01-10
555,nồi chiên,5,positive,"săn sale nên thấy dung tích lớn, rất tiện, hơi tiếc",2025-11-08
556,giày thể thao,3,neutral,"đóng gói cẩn thận, mẫu đẹp nhưng chưa thử chạy lâu, hơi tiếc",2026-02-17
557,bàn phím,5,positive,"keycap chắc chắn, build ngon, sẽ ủng hộ tiếp",2025-04-13
558,bàn phím,2,negative,"shop giao nhanh, gõ hơi cứng và ồn, sẽ ủng hộ tiếp",2025-09-15
559,sạc dự phòng,1,negative,"dung lượng không như quảng cáo, hơi tiếc",2025-10-26
560,sạc dự phòng,3,neutral,sạc ở mức bình thường,2025-02-24
561,chuột,4,positive,"đóng gói cẩn thận, pin trâu, dùng mượt cả ngày, sẽ ủng hộ tiếp",2025-05-27
562,giày thể thao,4,positive,"đi êm chân, form đẹp",2025-07-03
563,nồi chiên,4,positive,"nướng nhanh, chín đều, đáng tiền",2025-12-21
564,giày thể thao,5,positive,"đóng gói cẩn thận, đế bám tốt, chạy thích",2025-01-28
565,chuột,2,negative,"đóng gói cẩn thận, pin yếu hơn mô tả",2025-10-07
566,giày thể thao,2,negative,"shop giao nhanh, đi hơi cứng chân",2025-04-06
567,bàn phím,2,negative,"săn sale nên thấy một vài phím bị liệt, đáng tiền",2025-10-12
568,tai nghe,5,positive,"săn sale nên thấy đeo êm tai lâu không đau, sẽ ủng hộ tiếp",2025-01-21
569,bàn phím,3,neutral,đúng mô tả nhưng giao hơi lâu,2025-07-03
570,chuột,3,neutral,dùng tạm ổn trong tầm giá,2026-02-07
571,sạc dự phòng,5,positive,"shop giao nhanh, thiết kế đẹp, cầm chắc tay, sẽ ủng hộ tiếp",2025-12-06
572,tai nghe,5,positive,"mic thu âm rõ, gọi điện tốt, hơi tiếc",2025-10-15
573,nồi chiên,3,neutral,"đóng gói cẩn thận, đúng mô tả, mức trung bình, hơi tiếc",2025-05-04
574,giày thể thao,1,negative,"đóng gói cẩn thận, size không chuẩn, hơi tiếc",2026-02-12
575,chuột,5,positive,"cầm vừa tay, phản hồi tốt",2025-08-17
576,áo thun,4,positive,màu đẹp như hình,2025-03-27
577,nồi chiên,1,negative,"shop giao nhanh, quạt hơi ồn, hơi tiếc",2026-03-04
578,chuột,5,positive,"pin trâu, dùng mượt cả ngày, hơi tiếc",2026-01-03
579,tai nghe,4,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt",2025-02-06
580,sạc dự phòng,3,neutral,"săn sale nên thấy sạc ở mức bình thường, hơi tiếc",2025-08-10
581,tai nghe,4,positive,"mic thu âm rõ, gọi điện tốt",2026-01-23
582,giày thể thao,2,negative,"size không chuẩn, đáng tiền",2026-02-07
583,giày thể thao,4,positive,"săn sale nên thấy đế bám tốt, chạy thích, hơi tiếc",2026-02-25
584,giày thể thao,4,positive,"săn sale nên thấy đi êm chân, form đẹp",2025-06-01
585,giày thể thao,5,positive,"nhẹ chân, đúng size, sẽ ủng hộ tiếp",2025-03-05
586,chuột,5,positive,"shop giao nhanh, cầm vừa tay, phản hồi tốt, đáng tiền",2025-04-19
587,áo thun,3,neutral,"shop giao nhanh, mặc tạm ổn",2026-03-04
588,tai nghe,4,positive,"săn sale nên thấy mic thu âm rõ, gọi điện tốt",2025-02-07
589,tai nghe,1,negative,"âm bị rè khi mở lớn, hơi tiếc",2025-06-19
590,tai nghe,4,positive,đeo êm tai lâu không đau,2026-04-06
591,bàn phím,5,positive,"đóng gói cẩn thận, keycap chắc chắn, build ngon",2025-03-20
592,sạc dự phòng,2,negative,"sạc vào rất chậm, đáng tiền",2025-05-07
593,nồi chiên,5,positive,"shop giao nhanh, máy chạy êm, dễ vệ sinh, đáng tiền",2026-03-26
594,áo thun,5,positive,"mặc thoải mái, đường may chắc",2025-03-31
595,giày thể thao,1,negative,"shop giao nhanh, size không chuẩn, đáng tiền",2026-01-11
596,giày thể thao,4,positive,"nhẹ chân, đúng size",2025-10-24
597,áo thun,3,neutral,"đóng gói cẩn thận, không quá xuất sắc nhưng chấp nhận được",2026-04-03
598,sạc dự phòng,4,positive,"shop giao nhanh, thiết kế đẹp, cầm chắc tay",2026-01-11
599,nồi chiên,5,positive,"đóng gói cẩn thận, máy chạy êm, dễ vệ sinh",2025-01-06
600,giày thể thao,4,positive,"shop giao nhanh, đế bám tốt, chạy thích, sẽ ủng hộ tiếp",2025-10-17
601,sạc dự phòng,2,negative,"dung lượng không như quảng cáo, sẽ ủng hộ tiếp",2026-01-25
602,áo thun,5,positive,"vải mềm, form đẹp, sẽ ủng hộ tiếp",2025-09-23
603,nồi chiên,5,positive,"nướng nhanh, chín đều, đáng tiền",2025-02-22
604,giày thể thao,3,neutral,chất lượng bình thường,2025-03-31
605,áo thun,1,negative,"đóng gói cẩn thận, chỉ thừa nhiều, hơi thất vọng, hơi tiếc",2025-04-25
606,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay",2025-09-14
607,bàn phím,4,positive,"đóng gói cẩn thận, keycap chắc chắn, build ngon, sẽ ủng hộ tiếp",2025-03-18
608,bàn phím,4,positive,"đóng gói cẩn thận, switch phản hồi tốt, rất thích",2025-09-04
609,giày thể thao,4,positive,"săn sale nên thấy nhẹ chân, đúng size",2025-05-05
610,chuột,4,positive,"di chuột mượt, click nhạy, rất đáng tiền, sẽ ủng hộ tiếp",2025-01-29
611,bàn phím,4,positive,"keycap chắc chắn, build ngon",2026-03-26
612,giày thể thao,1,negative,săn sale nên thấy keo dán chưa chắc,2025-08-30
613,nồi chiên,4,positive,"shop giao nhanh, dung tích lớn, rất tiện",2026-02-25
614,nồi chiên,5,positive,"đóng gói cẩn thận, dung tích lớn, rất tiện, hơi tiếc",2025-11-02
615,sạc dự phòng,5,positive,"sạc nhanh, pin đúng dung lượng",2025-04-14
616,sạc dự phòng,3,neutral,"đúng mô tả nhưng chưa nổi bật, sẽ ủng hộ tiếp",2025-09-01
617,sạc dự phòng,1,negative,"shop giao nhanh, dung lượng không như quảng cáo",2025-10-04
618,nồi chiên,5,positive,"máy chạy êm, dễ vệ sinh",2025-08-08
619,bàn phím,3,neutral,đúng mô tả nhưng giao hơi lâu,2025-02-20
620,áo thun,5,positive,"đóng gói cẩn thận, vải mềm, form đẹp",2026-03-25
621,sạc dự phòng,4,positive,"dùng ổn định, rất hài lòng",2025-09-25
622,chuột,1,negative,"săn sale nên thấy con lăn bị kẹt, trải nghiệm tệ, đáng tiền",2025-02-24
623,bàn phím,5,positive,"săn sale nên thấy keycap chắc chắn, build ngon",2025-07-07
624,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay",2025-09-05
625,bàn phím,5,positive,"switch phản hồi tốt, rất thích, đáng tiền",2026-02-01
626,giày thể thao,4,positive,"shop giao nhanh, nhẹ chân, đúng size, hơi tiếc",2026-02-05
627,giày thể thao,3,neutral,"săn sale nên thấy chất lượng bình thường, đáng tiền",2026-02-15
628,sạc dự phòng,1,negative,dung lượng không như quảng cáo,2026-02-26
629,bàn phím,5,positive,"đóng gói cẩn thận, gõ êm tay, led đẹp, sẽ ủng hộ tiếp",2025-07-09
630,chuột,2,negative,"con lăn bị kẹt, trải nghiệm tệ",2026-02-01
631,nồi chiên,5,positive,"shop giao nhanh, nướng nhanh, chín đều",2025-05-27
632,bàn phím,4,positive,"keycap chắc chắn, build ngon, đáng tiền",2025-05-03
633,giày thể thao,4,positive,"săn sale nên thấy đế bám tốt, chạy thích, đáng tiền",2025-12-09
634,áo thun,4,positive,màu đẹp như hình,2025-10-09
635,tai nghe,2,negative,"shop giao nhanh, pin tụt nhanh",2025-04-10
636,áo thun,3,neutral,săn sale nên thấy mặc tạm ổn,2025-02-24
637,sạc dự phòng,5,positive,"sạc nhanh, pin đúng dung lượng, đáng tiền",2026-03-25
638,sạc dự phòng,3,neutral,"sạc ở mức bình thường, hơi tiếc",2026-01-30
639,bàn phím,3,neutral,"dùng văn phòng khá ổn, hơi tiếc",2025-03-01
640,tai nghe,4,positive,"săn sale nên thấy đeo êm tai lâu không đau, đáng tiền",2025-09-22
641,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay, hơi tiếc",2025-12-11
642,giày thể thao,3,neutral,"đóng gói cẩn thận, mẫu đẹp nhưng chưa thử chạy lâu, đáng tiền",2025-04-22
643,sạc dự phòng,4,positive,"shop giao nhanh, dùng ổn định, rất hài lòng, sẽ ủng hộ tiếp",2026-01-12
644,bàn phím,3,neutral,"shop giao nhanh, gõ ổn, chưa có gì nổi bật",2025-07-02
645,bàn phím,3,neutral,săn sale nên thấy dùng văn phòng khá ổn,2025-01-04
646,nồi chiên,3,neutral,"nấu được nhưng không quá nhanh, đáng tiền",2025-09-10
647,sạc dự phòng,3,neutral,"đóng gói cẩn thận, đúng mô tả nhưng chưa nổi bật, hơi tiếc",2025-04-24
648,nồi chiên,2,negative,vỏ có vết xước,2025-09-15
649,tai nghe,4,positive,"âm thanh rõ, bass tốt, hơi tiếc",2025-06-11
650,giày thể thao,4,positive,"nhẹ chân, đúng size, đáng tiền",2025-07-05
651,sạc dự phòng,3,neutral,"đóng gói cẩn thận, dùng được, chưa thấy vấn đề, hơi tiếc",2025-11-10
652,tai nghe,5,positive,"săn sale nên thấy âm thanh rõ, bass tốt, đáng tiền",2025-07-06
653,nồi chiên,5,positive,"shop giao nhanh, dung tích lớn, rất tiện",2025-12-18
654,bàn phím,3,neutral,"săn sale nên thấy dùng văn phòng khá ổn, hơi tiếc",2025-04-11
655,bàn phím,3,neutral,"shop giao nhanh, gõ ổn, chưa có gì nổi bật, hơi tiếc",2025-09-13
656,bàn phím,3,neutral,"đóng gói cẩn thận, đúng mô tả nhưng giao hơi lâu",2026-03-16
657,sạc dự phòng,4,positive,"shop giao nhanh, sạc nhanh, pin đúng dung lượng, đáng tiền",2025-09-01
658,nồi chiên,2,negative,"đóng gói cẩn thận, vỏ có vết xước, đáng tiền",2025-10-14
659,sạc dự phòng,3,neutral,"săn sale nên thấy dùng được, chưa thấy vấn đề",2025-06-29
660,nồi chiên,1,negative,"đóng gói cẩn thận, vỏ có vết xước, đáng tiền",2025-12-11
661,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay, đáng tiền",2025-08-26
662,giày thể thao,3,neutral,mẫu đẹp nhưng chưa thử chạy lâu,2025-07-27
663,nồi chiên,3,neutral,"shop giao nhanh, nấu được nhưng không quá nhanh, đáng tiền",2025-06-12
664,giày thể thao,5,positive,"săn sale nên thấy đế bám tốt, chạy thích, đáng tiền",2026-01-18
665,sạc dự phòng,2,negative,"shop giao nhanh, sạc vào rất chậm",2025-03-06
666,giày thể thao,5,positive,"shop giao nhanh, đi êm chân, form đẹp, hơi tiếc",2025-02-22
667,chuột,5,positive,"săn sale nên thấy di chuột mượt, click nhạy, rất đáng tiền",2026-01-27
668,chuột,4,positive,"đóng gói cẩn thận, kết nối ổn định, không bị lag, sẽ ủng hộ tiếp",2025-05-07
669,giày thể thao,4,positive,"shop giao nhanh, nhẹ chân, đúng size",2025-01-18
670,giày thể thao,5,positive,"đế bám tốt, chạy thích, đáng tiền",2025-10-08
671,áo thun,4,positive,"màu đẹp như hình, hơi tiếc",2025-09-26
672,giày thể thao,2,negative,"đi hơi cứng chân, sẽ ủng hộ tiếp",2026-02-17
673,chuột,5,positive,"shop giao nhanh, cầm vừa tay, phản hồi tốt, đáng tiền",2025-01-06
674,chuột,2,negative,"săn sale nên thấy con lăn bị kẹt, trải nghiệm tệ",2025-01-05
675,giày thể thao,3,neutral,"săn sale nên thấy đi ổn, đúng giá tiền, đáng tiền",2025-11-02
676,bàn phím,3,neutral,"đúng mô tả nhưng giao hơi lâu, hơi tiếc",2025-07-22
677,bàn phím,5,positive,"đóng gói cẩn thận, gõ êm tay, led đẹp",2025-08-05
678,giày thể thao,5,positive,"nhẹ chân, đúng size, đáng tiền",2025-07-31
679,bàn phím,3,neutral,"đúng mô tả nhưng giao hơi lâu, hơi tiếc",2025-11-13
680,áo thun,5,positive,"mặc thoải mái, đường may chắc, sẽ ủng hộ tiếp",2025-01-26
681,sạc dự phòng,4,positive,"shop giao nhanh, thiết kế đẹp, cầm chắc tay, hơi tiếc",2026-01-08
682,chuột,4,positive,"shop giao nhanh, kết nối ổn định, không bị lag, đáng tiền",2025-08-04
683,tai nghe,3,neutral,"nghe ổn trong tầm giá, đáng tiền",2025-02-11
684,nồi chiên,3,neutral,săn sale nên thấy nấu được nhưng không quá nhanh,2025-10-06
685,áo thun,5,positive,"vải mềm, form đẹp, sẽ ủng hộ tiếp",2025-07-17
686,nồi chiên,3,neutral,"săn sale nên thấy dùng ổn, cần test thêm",2025-09-24
687,giày thể thao,3,neutral,"đóng gói cẩn thận, chất lượng bình thường, đáng tiền",2025-03-23
688,giày thể thao,2,negative,"đóng gói cẩn thận, đi hơi cứng chân, sẽ ủng hộ tiếp",2025-07-04
689,chuột,3,neutral,"săn sale nên thấy dùng tạm ổn trong tầm giá, đáng tiền",2025-01-08
690,bàn phím,3,neutral,"gõ ổn, chưa có gì nổi bật",2025-10-25
691,nồi chiên,2,negative,"shop giao nhanh, quạt hơi ồn, sẽ ủng hộ tiếp",2025-09-13
692,chuột,1,negative,"đóng gói cẩn thận, double click sau vài ngày, khá khó chịu, sẽ ủng hộ tiếp",2025-12-26
693,sạc dự phòng,3,neutral,"đóng gói cẩn thận, dùng được, chưa thấy vấn đề",2026-02-08
694,giày thể thao,3,neutral,"săn sale nên thấy đi ổn, đúng giá tiền, đáng tiền",2026-01-06
695,bàn phím,4,positive,"săn sale nên thấy keycap chắc chắn, build ngon",2025-05-31
696,sạc dự phòng,1,negative,"đóng gói cẩn thận, máy hơi nóng khi sạc, đáng tiền",2026-01-10
697,áo thun,4,positive,"shop giao nhanh, màu đẹp như hình, hơi tiếc",2025-06-01
698,nồi chiên,5,positive,"nướng nhanh, chín đều, hơi tiếc",2026-01-11
699,bàn phím,3,neutral,đúng mô tả nhưng giao hơi lâu,2026-02-24
700,áo thun,5,positive,"đóng gói cẩn thận, màu đẹp như hình, đáng tiền",2025-07-29
701,giày thể thao,4,positive,"shop giao nhanh, đi êm chân, form đẹp, sẽ ủng hộ tiếp",2026-03-24
702,chuột,5,positive,"di chuột mượt, click nhạy, rất đáng tiền",2025-11-25
703,nồi chiên,5,positive,"đóng gói cẩn thận, nướng nhanh, chín đều, sẽ ủng hộ tiếp",2025-11-07
704,giày thể thao,4,positive,"săn sale nên thấy đi êm chân, form đẹp",2025-07-04
705,sạc dự phòng,2,negative,máy hơi nóng khi sạc,2025-05-17
706,sạc dự phòng,4,positive,"shop giao nhanh, sạc nhanh, pin đúng dung lượng",2025-02-19
707,chuột,1,negative,"pin yếu hơn mô tả, sẽ ủng hộ tiếp",2025-10-19
708,giày thể thao,3,neutral,"chất lượng bình thường, đáng tiền",2025-12-12
709,áo thun,1,negative,"shop giao nhanh, size bị lệch, mặc không vừa",2025-07-25
710,sạc dự phòng,4,positive,"đóng gói cẩn thận, thiết kế đẹp, cầm chắc tay",2025-06-16
711,nồi chiên,5,positive,"shop giao nhanh, dung tích lớn, rất tiện",2025-10-07
712,bàn phím,5,positive,"săn sale nên thấy switch phản hồi tốt, rất thích, hơi tiếc",2025-01-01
713,giày thể thao,5,positive,"shop giao nhanh, nhẹ chân, đúng size, đáng tiền",2025-01-04
714,tai nghe,3,neutral,"đóng gói cẩn thận, âm thanh ở mức chấp nhận được",2025-09-19
715,sạc dự phòng,1,negative,"săn sale nên thấy sạc vào rất chậm, đáng tiền",2025-03-21
716,bàn phím,4,positive,"đóng gói cẩn thận, switch phản hồi tốt, rất thích",2025-10-20
717,áo thun,1,negative,"đóng gói cẩn thận, chỉ thừa nhiều, hơi thất vọng, hơi tiếc",2025-03-30
718,áo thun,3,neutral,"mặc tạm ổn, hơi tiếc",2025-02-10
719,nồi chiên,5,positive,"săn sale nên thấy máy chạy êm, dễ vệ sinh",2026-03-22
720,nồi chiên,4,positive,"đóng gói cẩn thận, nướng nhanh, chín đều",2025-01-22
721,tai nghe,2,negative,"shop giao nhanh, đeo hơi đau tai, sẽ ủng hộ tiếp",2025-01-26
722,giày thể thao,2,negative,size không chuẩn,2025-02-16
723,bàn phím,5,positive,"đóng gói cẩn thận, gõ êm tay, led đẹp",2025-09-01
724,sạc dự phòng,2,negative,săn sale nên thấy sạc vào rất chậm,2025-08-11
725,nồi chiên,2,negative,"shop giao nhanh, nhiệt không đều như mong đợi, hơi tiếc",2025-07-22
726,giày thể thao,1,negative,"đóng gói cẩn thận, keo dán chưa chắc, hơi tiếc",2025-06-15
727,giày thể thao,3,neutral,"săn sale nên thấy chất lượng bình thường, hơi tiếc",2025-07-07
728,tai nghe,5,positive,"shop giao nhanh, đeo êm tai lâu không đau, đáng tiền",2025-11-12
729,nồi chiên,3,neutral,"nấu được nhưng không quá nhanh, sẽ ủng hộ tiếp",2025-04-13
730,giày thể thao,4,positive,"nhẹ chân, đúng size, sẽ ủng hộ tiếp",2025-11-14
731,bàn phím,3,neutral,"đúng mô tả nhưng giao hơi lâu, đáng tiền",2025-08-19
732,áo thun,4,positive,"vải mềm, form đẹp",2026-01-20
733,tai nghe,1,negative,pin tụt nhanh,2025-01-23
734,tai nghe,5,positive,"mic thu âm rõ, gọi điện tốt, đáng tiền",2025-01-28
735,áo thun,1,negative,"đóng gói cẩn thận, vải mỏng hơn mong đợi, đáng tiền",2026-03-19
736,chuột,5,positive,"kết nối ổn định, không bị lag",2025-06-11
737,áo thun,3,neutral,"mặc tạm ổn, hơi tiếc",2025-10-15
738,giày thể thao,4,positive,"săn sale nên thấy đế bám tốt, chạy thích, hơi tiếc",2026-01-17
739,bàn phím,5,positive,"đóng gói cẩn thận, keycap chắc chắn, build ngon, sẽ ủng hộ tiếp",2025-09-14
740,tai nghe,3,neutral,"âm thanh ở mức chấp nhận được, đáng tiền",2025-04-26
741,bàn phím,5,positive,"săn sale nên thấy gõ êm tay, led đẹp",2025-12-14
742,sạc dự phòng,3,neutral,"dùng được, chưa thấy vấn đề, sẽ ủng hộ tiếp",2025-08-07
743,tai nghe,3,neutral,"shop giao nhanh, chưa test lâu nên chưa rõ độ bền, sẽ ủng hộ tiếp",2025-12-01
744,bàn phím,1,negative,"led không đều màu, sẽ ủng hộ tiếp",2025-08-09
745,nồi chiên,4,positive,"nướng nhanh, chín đều",2026-01-04
746,chuột,4,positive,"săn sale nên thấy cầm vừa tay, phản hồi tốt, hơi tiếc",2025-06-05
747,áo thun,1,negative,"size bị lệch, mặc không vừa, sẽ ủng hộ tiếp",2025-04-05
748,chuột,3,neutral,"shop giao nhanh, đúng mô tả, hiệu năng bình thường, sẽ ủng hộ tiếp",2025-12-18
749,chuột,5,positive,"đóng gói cẩn thận, kết nối ổn định, không bị lag, sẽ ủng hộ tiếp",2026-03-13
750,áo thun,4,positive,"shop giao nhanh, vải mềm, form đẹp",2025-07-29
751,nồi chiên,3,neutral,"shop giao nhanh, dùng ổn, cần test thêm, sẽ ủng hộ tiếp",2025-02-03
752,bàn phím,3,neutral,"đóng gói cẩn thận, dùng văn phòng khá ổn, hơi tiếc",2026-03-31
753,bàn phím,4,positive,"đóng gói cẩn thận, keycap chắc chắn, build ngon, hơi tiếc",2025-11-10
754,giày thể thao,1,negative,săn sale nên thấy đi hơi cứng chân,2026-03-26
755,bàn phím,1,negative,săn sale nên thấy gõ hơi cứng và ồn,2026-01-27
756,giày thể thao,3,neutral,"săn sale nên thấy mẫu đẹp nhưng chưa thử chạy lâu, đáng tiền",2026-02-01
757,nồi chiên,4,positive,"máy chạy êm, dễ vệ sinh",2025-12-20
758,sạc dự phòng,3,neutral,"dùng được, chưa thấy vấn đề",2025-04-03
759,nồi chiên,2,negative,"đóng gói cẩn thận, vỏ có vết xước, hơi tiếc",2025-01-13
760,bàn phím,4,positive,"đóng gói cẩn thận, gõ êm tay, led đẹp, đáng tiền",2025-12-21
761,giày thể thao,3,neutral,"đi ổn, đúng giá tiền, hơi tiếc",2025-11-21
762,tai nghe,5,positive,"đeo êm tai lâu không đau, hơi tiếc",2025-01-23
763,nồi chiên,5,positive,"shop giao nhanh, nướng nhanh, chín đều, sẽ ủng hộ tiếp",2026-01-29
764,giày thể thao,5,positive,"săn sale nên thấy nhẹ chân, đúng size, đáng tiền",2025-11-17
765,bàn phím,4,positive,"gõ êm tay, led đẹp, đáng tiền",2025-01-07
766,áo thun,5,positive,"săn sale nên thấy màu đẹp như hình, sẽ ủng hộ tiếp",2025-04-22
767,sạc dự phòng,2,negative,dung lượng không như quảng cáo,2025-11-04
768,chuột,5,positive,"shop giao nhanh, di chuột mượt, click nhạy, rất đáng tiền, sẽ ủng hộ tiếp",2025-01-29
769,giày thể thao,4,positive,"nhẹ chân, đúng size",2025-06-02
770,tai nghe,3,neutral,"shop giao nhanh, nghe ổn trong tầm giá, sẽ ủng hộ tiếp",2025-12-11
771,tai nghe,2,negative,"đeo hơi đau tai, đáng tiền",2025-01-19
772,chuột,3,neutral,"chưa dùng lâu nên chưa đánh giá thêm, hơi tiếc",2026-03-08
773,sạc dự phòng,5,positive,"đóng gói cẩn thận, sạc nhanh, pin đúng dung lượng, đáng tiền",2025-09-27
774,áo thun,1,negative,"size bị lệch, mặc không vừa",2025-02-14
775,áo thun,2,negative,"đóng gói cẩn thận, chỉ thừa nhiều, hơi thất vọng, đáng tiền",2025-09-27
776,sạc dự phòng,3,neutral,"đúng mô tả nhưng chưa nổi bật, hơi tiếc",2025-09-24
777,giày thể thao,1,negative,"shop giao nhanh, size không chuẩn, đáng tiền",2025-04-10
778,chuột,5,positive,"pin trâu, dùng mượt cả ngày, hơi tiếc",2025-07-31
779,chuột,4,positive,"đóng gói cẩn thận, pin trâu, dùng mượt cả ngày, đáng tiền",2026-02-09
