review_id,product_category,rating,sentiment_label,review_text,date,clean_comment
524,giày thể thao,5,positive,"đi êm chân, form đẹp, đáng tiền",2025-08-31,đi êm_chân form đẹp đáng tiền
525,giày thể thao,4,positive,"đế bám tốt, chạy thích",2025-05-19,đế bám tốt chạy thích
526,sạc dự phòng,2,negative,sạc vào rất chậm,2025-03-02,sạc vào rất chậm
527,tai nghe,4,positive,"âm thanh rõ, bass tốt, sẽ ủng hộ tiếp",2026-02-03,âm_thanh rõ bass tốt sẽ ủng_hộ tiếp
528,tai nghe,3,neutral,"săn sale nên thấy chưa test lâu nên chưa rõ độ bền, đáng tiền",2025-03-24,săn sale nên thấy chưa test lâu nên chưa rõ độ bền_đáng tiền
529,chuột,2,negative,"shop giao nhanh, con lăn bị kẹt, trải nghiệm tệ",2025-01-07,cửa_hàng giao nhanh con_lăn bị kẹt trải_nghiệm tệ
530,giày thể thao,4,positive,"đi êm chân, form đẹp",2025-02-08,đi êm_chân form đẹp
531,giày thể thao,1,negative,"đóng gói cẩn thận, đi hơi cứng chân, đáng tiền",2025-08-26,đóng_gói cẩn_thận đi hơi cứng_chân đáng tiền
532,chuột,4,positive,"đóng gói cẩn thận, cầm vừa tay, phản hồi tốt, đáng tiền",2025-08-07,đóng_gói cẩn_thận cầm vừa tay phản_hồi tốt đáng tiền
533,giày thể thao,4,positive,"shop giao nhanh, đi êm chân, form đẹp, đáng tiền",2025-07-03,cửa_hàng giao nhanh đi êm_chân form đẹp đáng tiền
534,áo thun,3,neutral,"đóng gói cẩn thận, đúng mô tả, chất vải bình thường, sẽ ủng hộ tiếp",2025-02-28,đóng_gói cẩn_thận đúng mô_tả chất vải bình_thường sẽ ủng_hộ tiếp
535,áo thun,5,positive,"săn sale nên thấy mặc thoải mái, đường may chắc, hơi tiếc",2025-11-29,săn sale nên thấy mặc thoải_mái đường may chắc hơi tiếc
536,nồi chiên,4,positive,"nướng nhanh, chín đều, hơi tiếc",2025-10-30,nướng nhanh chín đều hơi tiếc
537,áo thun,3,neutral,"săn sale nên thấy không quá xuất sắc nhưng chấp nhận được, đáng tiền",2025-11-10,săn sale nên thấy không quá xuất_sắc nhưng chấp_nhận được đáng tiền
538,chuột,3,neutral,"chưa dùng lâu nên chưa đánh giá thêm, hơi tiếc",2025-08-14,chưa dùng lâu nên chưa đánh_giá thêm hơi tiếc
539,chuột,5,positive,"đóng gói cẩn thận, pin trâu, dùng mượt cả ngày",2025-09-25,đóng_gói cẩn_thận pin trâu dùng mượt cả ngày
540,giày thể thao,2,negative,"shop giao nhanh, size không chuẩn, hơi tiếc",2025-06-27,cửa_hàng giao nhanh size không chuẩn hơi tiếc
541,giày thể thao,1,negative,size không chuẩn,2025-01-06,size không chuẩn
542,giày thể thao,3,neutral,"đi ổn, đúng giá tiền, hơi tiếc",2025-06-14,đi ổn đúng giá tiền hơi tiếc
543,bàn phím,5,positive,"shop giao nhanh, keycap chắc chắn, build ngon",2025-11-26,cửa_hàng giao nhanh keycap chắc_chắn build ngon
544,áo thun,4,positive,"săn sale nên thấy mặc thoải mái, đường may chắc",2025-08-18,săn sale nên thấy mặc thoải_mái đường may chắc
545,chuột,3,neutral,săn sale nên thấy dùng tạm ổn trong tầm giá,2025-02-22,săn sale nên thấy dùng tạm ổn trong tầm giá
546,áo thun,4,positive,"màu đẹp như hình, đáng tiền",2026-04-01,màu đẹp như hình_đáng tiền
547,sạc dự phòng,2,negative,"dung lượng không như quảng cáo, sẽ ủng hộ tiếp",2026-03-09,dung_lượng không như quảng_cáo sẽ ủng_hộ tiếp
548,áo thun,5,positive,săn sale nên thấy màu đẹp như hình,2025-02-19,săn sale nên thấy màu đẹp như hình
549,nồi chiên,2,negative,"đóng gói cẩn thận, vỏ có vết xước",2025-09-25,đóng_gói cẩn_thận vỏ có vết xước
550,tai nghe,1,negative,"shop giao nhanh, pin tụt nhanh, hơi tiếc",2025-02-24,cửa_hàng giao nhanh pin tụt nhanh hơi tiếc
551,tai nghe,1,negative,"shop giao nhanh, pin tụt nhanh, hơi tiếc",2026-02-27,cửa_hàng giao nhanh pin tụt nhanh hơi tiếc
552,nồi chiên,5,positive,"máy chạy êm, dễ vệ sinh",2025-03-05,máy chạy êm_dễ vệ_sinh
553,nồi chiên,3,neutral,nấu được nhưng không quá nhanh,2026-01-12,nấu được nhưng không quá nhanh
554,chuột,2,negative,"pin yếu hơn mô tả, sẽ ủng hộ tiếp",2026-01-10,pin yếu hơn mô_tả sẽ ủng_hộ tiếp
555,nồi chiên,5,positive,"săn sale nên thấy dung tích lớn, rất tiện, hơi tiếc",2025-11-08,săn sale nên thấy dung_tích lớn rất tiện hơi tiếc
556,giày thể thao,3,neutral,"đóng gói cẩn thận, mẫu đẹp nhưng chưa thử chạy lâu, hơi tiếc",2026-02-17,đóng_gói cẩn_thận mẫu đẹp nhưng chưa thử chạy lâu_hơi tiếc
557,bàn phím,5,positive,"keycap chắc chắn, build ngon, sẽ ủng hộ tiếp",2025-04-13,keycap chắc_chắn build ngon sẽ ủng_hộ tiếp
558,bàn phím,2,negative,"shop giao nhanh, gõ hơi cứng và ồn, sẽ ủng hộ tiếp",2025-09-15,cửa_hàng giao nhanh gõ hơi cứng và ồn sẽ ủng_hộ tiếp
559,sạc dự phòng,1,negative,"dung lượng không như quảng cáo, hơi tiếc",2025-10-26,dung_lượng không như quảng_cáo hơi tiếc
560,sạc dự phòng,3,neutral,sạc ở mức bình thường,2025-02-24,sạc ở mức bình_thường
561,chuột,4,positive,"đóng gói cẩn thận, pin trâu, dùng mượt cả ngày, sẽ ủng hộ tiếp",2025-05-27,đóng_gói cẩn_thận pin trâu dùng mượt cả ngày sẽ ủng_hộ tiếp
562,giày thể thao,4,positive,"đi êm chân, form đẹp",2025-07-03,đi êm_chân form đẹp
563,nồi chiên,4,positive,"nướng nhanh, chín đều, đáng tiền",2025-12-21,nướng nhanh chín đều đáng tiền
564,giày thể thao,5,positive,"đóng gói cẩn thận, đế bám tốt, chạy thích",2025-01-28,đóng_gói cẩn_thận đế bám tốt chạy thích
565,chuột,2,negative,"đóng gói cẩn thận, pin yếu hơn mô tả",2025-10-07,đóng_gói cẩn_thận pin_yếu hơn mô_tả
566,giày thể thao,2,negative,"shop giao nhanh, đi hơi cứng chân",2025-04-06,cửa_hàng giao nhanh đi hơi cứng chân
567,bàn phím,2,negative,"săn sale nên thấy một vài phím bị liệt, đáng tiền",2025-10-12,săn sale nên thấy một_vài phím bị liệt đáng tiền
568,tai nghe,5,positive,"săn sale nên thấy đeo êm tai lâu không đau, sẽ ủng hộ tiếp",2025-01-21,săn sale nên thấy đeo êm_tai lâu không đau sẽ ủng_hộ tiếp
569,bàn phím,3,neutral,đúng mô tả nhưng giao hơi lâu,2025-07-03,đúng mô_tả nhưng giao_hơi lâu
570,chuột,3,neutral,dùng tạm ổn trong tầm giá,2026-02-07,dùng tạm ổn trong tầm giá
571,sạc dự phòng,5,positive,"shop giao nhanh, thiết kế đẹp, cầm chắc tay, sẽ ủng hộ tiếp",2025-12-06,cửa_hàng giao nhanh thiết_kế đẹp cầm chắc tay sẽ ủng_hộ tiếp
572,tai nghe,5,positive,"mic thu âm rõ, gọi điện tốt, hơi tiếc",2025-10-15,mic thu_âm rõ gọi điện tốt hơi tiếc
573,nồi chiên,3,neutral,"đóng gói cẩn thận, đúng mô tả, mức trung bình, hơi tiếc",2025-05-04,đóng_gói cẩn_thận đúng mô_tả mức trung_bình hơi tiếc
574,giày thể thao,1,negative,"đóng gói cẩn thận, size không chuẩn, hơi tiếc",2026-02-12,đóng_gói cẩn_thận size không chuẩn hơi tiếc
575,chuột,5,positive,"cầm vừa tay, phản hồi tốt",2025-08-17,cầm vừa tay phản_hồi tốt
576,áo thun,4,positive,màu đẹp như hình,2025-03-27,màu đẹp như hình
577,nồi chiên,1,negative,"shop giao nhanh, quạt hơi ồn, hơi tiếc",2026-03-04,cửa_hàng giao nhanh quạt_hơi ồn_hơi tiếc
578,chuột,5,positive,"pin trâu, dùng mượt cả ngày, hơi tiếc",2026-01-03,pin trâu dùng mượt cả ngày hơi tiếc
579,tai nghe,4,positive,"đóng gói cẩn thận, âm thanh rõ, bass tốt",2025-02-06,đóng_gói cẩn_thận âm_thanh rõ bass tốt
580,sạc dự phòng,3,neutral,"săn sale nên thấy sạc ở mức bình thường, hơi tiếc",2025-08-10,săn sale nên thấy sạc ở mức bình_thường hơi tiếc
581,tai nghe,4,positive,"mic thu âm rõ, gọi điện tốt",2026-01-23,mic thu_âm rõ gọi điện tốt
582,giày thể thao,2,negative,"size không chuẩn, đáng tiền",2026-02-07,size không chuẩn đáng tiền
583,giày thể thao,4,positive,"săn sale nên thấy đế bám tốt, chạy thích, hơi tiếc",2026-02-25,săn sale nên thấy đế bám tốt chạy thích hơi tiếc
584,giày thể thao,4,positive,"săn sale nên thấy đi êm chân, form đẹp",2025-06-01,săn sale nên thấy đi êm_chân form đẹp
585,giày thể thao,5,positive,"nhẹ chân, đúng size, sẽ ủng hộ tiếp",2025-03-05,nhẹ chân đúng size sẽ ủng_hộ tiếp
586,chuột,5,positive,"shop giao nhanh, cầm vừa tay, phản hồi tốt, đáng tiền",2025-04-19,cửa_hàng giao nhanh cầm vừa tay phản_hồi tốt đáng tiền
587,áo thun,3,neutral,"shop giao nhanh, mặc tạm ổn",2026-03-04,cửa_hàng giao nhanh mặc tạm ổn
588,tai nghe,4,positive,"săn sale nên thấy mic thu âm rõ, gọi điện tốt",2025-02-07,săn sale nên thấy mic thu_âm rõ gọi điện tốt
589,tai nghe,1,negative,"âm bị rè khi mở lớn, hơi tiếc",2025-06-19,âm bị rè khi mở lớn hơi tiếc
590,tai nghe,4,positive,đeo êm tai lâu không đau,2026-04-06,đeo êm_tai lâu không đau
591,bàn phím,5,positive,"đóng gói cẩn thận, keycap chắc chắn, build ngon",2025-03-20,đóng_gói cẩn_thận keycap chắc_chắn build ngon
592,sạc dự phòng,2,negative,"sạc vào rất chậm, đáng tiền",2025-05-07,sạc vào rất chậm đáng tiền
593,nồi chiên,5,positive,"shop giao nhanh, máy chạy êm, dễ vệ sinh, đáng tiền",2026-03-26,cửa_hàng giao nhanh máy chạy êm_dễ vệ_sinh đáng tiền
594,áo thun,5,positive,"mặc thoải mái, đường may chắc",2025-03-31,mặc thoải_mái đường may chắc
595,giày thể thao,1,negative,"shop giao nhanh, size không chuẩn, đáng tiền",2026-01-11,cửa_hàng giao nhanh size không chuẩn đáng tiền
596,giày thể thao,4,positive,"nhẹ chân, đúng size",2025-10-24,nhẹ chân đúng size
597,áo thun,3,neutral,"đóng gói cẩn thận, không quá xuất sắc nhưng chấp nhận được",2026-04-03,đóng_gói cẩn_thận không quá xuất_sắc nhưng chấp_nhận được
598,sạc dự phòng,4,positive,"shop giao nhanh, thiết kế đẹp, cầm chắc tay",2026-01-11,cửa_hàng giao nhanh thiết_kế đẹp cầm_chắc tay
599,nồi chiên,5,positive,"đóng gói cẩn thận, máy chạy êm, dễ vệ sinh",2025-01-06,đóng_gói cẩn_thận máy chạy êm_dễ vệ_sinh
600,giày thể thao,4,positive,"shop giao nhanh, đế bám tốt, chạy thích, sẽ ủng hộ tiếp",2025-10-17,cửa_hàng giao nhanh_đế bám tốt chạy thích sẽ ủng_hộ tiếp
601,sạc dự phòng,2,negative,"dung lượng không như quảng cáo, sẽ ủng hộ tiếp",2026-01-25,dung_lượng không như quảng_cáo sẽ ủng_hộ tiếp
602,áo thun,5,positive,"vải mềm, form đẹp, sẽ ủng hộ tiếp",2025-09-23,vải mềm form đẹp sẽ ủng_hộ tiếp
603,nồi chiên,5,positive,"nướng nhanh, chín đều, đáng tiền",2025-02-22,nướng nhanh chín đều đáng tiền
604,giày thể thao,3,neutral,chất lượng bình thường,2025-03-31,chất_lượng bình_thường
605,áo thun,1,negative,"đóng gói cẩn thận, chỉ thừa nhiều, hơi thất vọng, hơi tiếc",2025-04-25,đóng_gói cẩn_thận chỉ thừa nhiều hơi thất_vọng hơi tiếc
606,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay",2025-09-14,thiết_kế đẹp cầm_chắc tay
607,bàn phím,4,positive,"đóng gói cẩn thận, keycap chắc chắn, build ngon, sẽ ủng hộ tiếp",2025-03-18,đóng_gói cẩn_thận keycap chắc_chắn build ngon sẽ ủng_hộ tiếp
608,bàn phím,4,positive,"đóng gói cẩn thận, switch phản hồi tốt, rất thích",2025-09-04,đóng_gói cẩn_thận switch phản_hồi tốt rất thích
609,giày thể thao,4,positive,"săn sale nên thấy nhẹ chân, đúng size",2025-05-05,săn sale nên thấy nhẹ chân đúng size
610,chuột,4,positive,"di chuột mượt, click nhạy, rất đáng tiền, sẽ ủng hộ tiếp",2025-01-29,di_chuột mượt click_nhạy rất đáng tiền sẽ ủng_hộ tiếp
611,bàn phím,4,positive,"keycap chắc chắn, build ngon",2026-03-26,keycap chắc_chắn build ngon
612,giày thể thao,1,negative,săn sale nên thấy keo dán chưa chắc,2025-08-30,săn sale nên thấy keo dán chưa chắc
613,nồi chiên,4,positive,"shop giao nhanh, dung tích lớn, rất tiện",2026-02-25,cửa_hàng giao nhanh dung_tích lớn rất tiện
614,nồi chiên,5,positive,"đóng gói cẩn thận, dung tích lớn, rất tiện, hơi tiếc",2025-11-02,đóng_gói cẩn_thận dung_tích lớn rất tiện hơi tiếc
615,sạc dự phòng,5,positive,"sạc nhanh, pin đúng dung lượng",2025-04-14,sạc nhanh pin đúng dung_lượng
616,sạc dự phòng,3,neutral,"đúng mô tả nhưng chưa nổi bật, sẽ ủng hộ tiếp",2025-09-01,đúng mô_tả nhưng chưa nổi_bật sẽ ủng_hộ tiếp
617,sạc dự phòng,1,negative,"shop giao nhanh, dung lượng không như quảng cáo",2025-10-04,cửa_hàng giao nhanh dung_lượng không như quảng_cáo
618,nồi chiên,5,positive,"máy chạy êm, dễ vệ sinh",2025-08-08,máy chạy êm_dễ vệ_sinh
619,bàn phím,3,neutral,đúng mô tả nhưng giao hơi lâu,2025-02-20,đúng mô_tả nhưng giao_hơi lâu
620,áo thun,5,positive,"đóng gói cẩn thận, vải mềm, form đẹp",2026-03-25,đóng_gói cẩn_thận vải mềm form đẹp
621,sạc dự phòng,4,positive,"dùng ổn định, rất hài lòng",2025-09-25,dùng ổn_định rất hài_lòng
622,chuột,1,negative,"săn sale nên thấy con lăn bị kẹt, trải nghiệm tệ, đáng tiền",2025-02-24,săn sale nên thấy con_lăn bị kẹt trải_nghiệm tệ đáng tiền
623,bàn phím,5,positive,"săn sale nên thấy keycap chắc chắn, build ngon",2025-07-07,săn sale nên thấy keycap chắc_chắn build ngon
624,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay",2025-09-05,thiết_kế đẹp cầm_chắc tay
625,bàn phím,5,positive,"switch phản hồi tốt, rất thích, đáng tiền",2026-02-01,switch phản_hồi tốt rất thích_đáng tiền
626,giày thể thao,4,positive,"shop giao nhanh, nhẹ chân, đúng size, hơi tiếc",2026-02-05,cửa_hàng giao nhanh nhẹ chân đúng size hơi tiếc
627,giày thể thao,3,neutral,"săn sale nên thấy chất lượng bình thường, đáng tiền",2026-02-15,săn sale nên thấy chất_lượng bình_thường đáng tiền
628,sạc dự phòng,1,negative,dung lượng không như quảng cáo,2026-02-26,dung_lượng không như quảng_cáo
629,bàn phím,5,positive,"đóng gói cẩn thận, gõ êm tay, led đẹp, sẽ ủng hộ tiếp",2025-07-09,đóng_gói cẩn_thận gõ êm_tay led đẹp sẽ ủng_hộ tiếp
630,chuột,2,negative,"con lăn bị kẹt, trải nghiệm tệ",2026-02-01,con_lăn bị kẹt trải_nghiệm tệ
631,nồi chiên,5,positive,"shop giao nhanh, nướng nhanh, chín đều",2025-05-27,cửa_hàng giao nhanh nướng nhanh chín đều
632,bàn phím,4,positive,"keycap chắc chắn, build ngon, đáng tiền",2025-05-03,keycap chắc_chắn build ngon_đáng tiền
633,giày thể thao,4,positive,"săn sale nên thấy đế bám tốt, chạy thích, đáng tiền",2025-12-09,săn sale nên thấy đế bám tốt chạy thích_đáng tiền
634,áo thun,4,positive,màu đẹp như hình,2025-10-09,màu đẹp như hình
635,tai nghe,2,negative,"shop giao nhanh, pin tụt nhanh",2025-04-10,cửa_hàng giao nhanh pin tụt nhanh
636,áo thun,3,neutral,săn sale nên thấy mặc tạm ổn,2025-02-24,săn sale nên thấy mặc tạm ổn
637,sạc dự phòng,5,positive,"sạc nhanh, pin đúng dung lượng, đáng tiền",2026-03-25,sạc nhanh pin đúng dung_lượng đáng tiền
638,sạc dự phòng,3,neutral,"sạc ở mức bình thường, hơi tiếc",2026-01-30,sạc ở mức bình_thường hơi tiếc
639,bàn phím,3,neutral,"dùng văn phòng khá ổn, hơi tiếc",2025-03-01,dùng văn_phòng khá ổn_hơi tiếc
640,tai nghe,4,positive,"săn sale nên thấy đeo êm tai lâu không đau, đáng tiền",2025-09-22,săn sale nên thấy đeo êm_tai lâu không đau đáng tiền
641,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay, hơi tiếc",2025-12-11,thiết_kế đẹp cầm_chắc tay hơi tiếc
642,giày thể thao,3,neutral,"đóng gói cẩn thận, mẫu đẹp nhưng chưa thử chạy lâu, đáng tiền",2025-04-22,đóng_gói cẩn_thận mẫu đẹp nhưng chưa thử chạy lâu_đáng tiền
643,sạc dự phòng,4,positive,"shop giao nhanh, dùng ổn định, rất hài lòng, sẽ ủng hộ tiếp",2026-01-12,cửa_hàng giao nhanh dùng ổn_định rất hài_lòng sẽ ủng_hộ tiếp
644,bàn phím,3,neutral,"shop giao nhanh, gõ ổn, chưa có gì nổi bật",2025-07-02,cửa_hàng giao nhanh gõ ổn chưa có gì nổi_bật
645,bàn phím,3,neutral,săn sale nên thấy dùng văn phòng khá ổn,2025-01-04,săn sale nên thấy dùng văn_phòng khá ổn
646,nồi chiên,3,neutral,"nấu được nhưng không quá nhanh, đáng tiền",2025-09-10,nấu được nhưng không quá nhanh đáng tiền
647,sạc dự phòng,3,neutral,"đóng gói cẩn thận, đúng mô tả nhưng chưa nổi bật, hơi tiếc",2025-04-24,đóng_gói cẩn_thận đúng mô_tả nhưng chưa nổi_bật hơi tiếc
648,nồi chiên,2,negative,vỏ có vết xước,2025-09-15,vỏ có vết xước
649,tai nghe,4,positive,"âm thanh rõ, bass tốt, hơi tiếc",2025-06-11,âm_thanh rõ bass tốt hơi tiếc
650,giày thể thao,4,positive,"nhẹ chân, đúng size, đáng tiền",2025-07-05,nhẹ chân đúng size đáng tiền
651,sạc dự phòng,3,neutral,"đóng gói cẩn thận, dùng được, chưa thấy vấn đề, hơi tiếc",2025-11-10,đóng_gói cẩn_thận dùng được chưa thấy vấn_đề hơi tiếc
652,tai nghe,5,positive,"săn sale nên thấy âm thanh rõ, bass tốt, đáng tiền",2025-07-06,săn sale nên thấy âm_thanh rõ bass tốt đáng tiền
653,nồi chiên,5,positive,"shop giao nhanh, dung tích lớn, rất tiện",2025-12-18,cửa_hàng giao nhanh dung_tích lớn rất tiện
654,bàn phím,3,neutral,"săn sale nên thấy dùng văn phòng khá ổn, hơi tiếc",2025-04-11,săn sale nên thấy dùng văn_phòng khá ổn_hơi tiếc
655,bàn phím,3,neutral,"shop giao nhanh, gõ ổn, chưa có gì nổi bật, hơi tiếc",2025-09-13,cửa_hàng giao nhanh gõ ổn chưa có gì nổi_bật hơi tiếc
656,bàn phím,3,neutral,"đóng gói cẩn thận, đúng mô tả nhưng giao hơi lâu",2026-03-16,đóng_gói cẩn_thận đúng mô_tả nhưng giao_hơi lâu
657,sạc dự phòng,4,positive,"shop giao nhanh, sạc nhanh, pin đúng dung lượng, đáng tiền",2025-09-01,cửa_hàng giao nhanh sạc nhanh pin đúng dung_lượng đáng tiền
658,nồi chiên,2,negative,"đóng gói cẩn thận, vỏ có vết xước, đáng tiền",2025-10-14,đóng_gói cẩn_thận vỏ có vết xước đáng tiền
659,sạc dự phòng,3,neutral,"săn sale nên thấy dùng được, chưa thấy vấn đề",2025-06-29,săn sale nên thấy dùng được chưa thấy vấn_đề
660,nồi chiên,1,negative,"đóng gói cẩn thận, vỏ có vết xước, đáng tiền",2025-12-11,đóng_gói cẩn_thận vỏ có vết xước đáng tiền
661,sạc dự phòng,5,positive,"thiết kế đẹp, cầm chắc tay, đáng tiền",2025-08-26,thiết_kế đẹp cầm_chắc tay đáng tiền
662,giày thể thao,3,neutral,mẫu đẹp nhưng chưa thử chạy lâu,2025-07-27,mẫu đẹp nhưng chưa thử chạy lâu
663,nồi chiên,3,neutral,"shop giao nhanh, nấu được nhưng không quá nhanh, đáng tiền",2025-06-12,cửa_hàng giao nhanh nấu được nhưng không quá nhanh đáng tiền
664,giày thể thao,5,positive,"săn sale nên thấy đế bám tốt, chạy thích, đáng tiền",2026-01-18,săn sale nên thấy đế bám tốt chạy thích_đáng tiền
665,sạc dự phòng,2,negative,"shop giao nhanh, sạc vào rất chậm",2025-03-06,cửa_hàng giao nhanh sạc vào rất chậm
666,giày thể thao,5,positive,"shop giao nhanh, đi êm chân, form đẹp, hơi tiếc",2025-02-22,cửa_hàng giao nhanh đi êm_chân form đẹp hơi tiếc
667,chuột,5,positive,"săn sale nên thấy di chuột mượt, click nhạy, rất đáng tiền",2026-01-27,săn sale nên thấy di_chuột mượt click_nhạy rất đáng tiền
668,chuột,4,positive,"đóng gói cẩn thận, kết nối ổn định, không bị lag, sẽ ủng hộ tiếp",2025-05-07,đóng_gói cẩn_thận kết_nối ổn_định không bị lag sẽ ủng_hộ tiếp
669,giày thể thao,4,positive,"shop giao nhanh, nhẹ chân, đúng size",2025-01-18,cửa_hàng giao nhanh nhẹ chân đúng size
670,giày thể thao,5,positive,"đế bám tốt, chạy thích, đáng tiền",2025-10-08,đế bám tốt chạy thích_đáng tiền
671,áo thun,4,positive,"màu đẹp như hình, hơi tiếc",2025-09-26,màu đẹp như hình_hơi tiếc
672,giày thể thao,2,negative,"đi hơi cứng chân, sẽ ủng hộ tiếp",2026-02-17,đi hơi cứng_chân sẽ ủng_hộ tiếp
673,chuột,5,positive,"shop giao nhanh, cầm vừa tay, phản hồi tốt, đáng tiền",2025-01-06,cửa_hàng giao nhanh cầm vừa tay phản_hồi tốt đáng tiền
674,chuột,2,negative,"săn sale nên thấy con lăn bị kẹt, trải nghiệm tệ",2025-01-05,săn sale nên thấy con_lăn bị kẹt trải_nghiệm tệ
675,giày thể thao,3,neutral,"săn sale nên thấy đi ổn, đúng giá tiền, đáng tiền",2025-11-02,săn sale nên thấy đi ổn đúng giá tiền đáng tiền
676,bàn phím,3,neutral,"đúng mô tả nhưng giao hơi lâu, hơi tiếc",2025-07-22,đúng mô_tả nhưng giao_hơi lâu_hơi tiếc
677,bàn phím,5,positive,"đóng gói cẩn thận, gõ êm tay, led đẹp",2025-08-05,đóng_gói cẩn_thận gõ êm_tay led đẹp
678,giày thể thao,5,positive,"nhẹ chân, đúng size, đáng tiền",2025-07-31,nhẹ chân đúng size đáng tiền
679,bàn phím,3,neutral,"đúng mô tả nhưng giao hơi lâu, hơi tiếc",2025-11-13,đúng mô_tả nhưng giao_hơi lâu_hơi tiếc
680,áo thun,5,positive,"mặc thoải mái, đường may chắc, sẽ ủng hộ tiếp",2025-01-26,mặc thoải_mái đường may chắc sẽ ủng_hộ tiếp
681,sạc dự phòng,4,positive,"shop giao nhanh, thiết kế đẹp, cầm chắc tay, hơi tiếc",2026-01-08,cửa_hàng giao nhanh thiết_kế đẹp cầm_chắc tay hơi tiếc
682,chuột,4,positive,"shop giao nhanh, kết nối ổn định, không bị lag, đáng tiền",2025-08-04,cửa_hàng giao nhanh kết_nối ổn_định không bị lag đáng tiền
683,tai nghe,3,neutral,"nghe ổn trong tầm giá, đáng tiền",2025-02-11,nghe ổn trong tầm_giá đáng tiền
684,nồi chiên,3,neutral,săn sale nên thấy nấu được nhưng không quá nhanh,2025-10-06,săn sale nên thấy nấu được nhưng không quá nhanh
685,áo thun,5,positive,"vải mềm, form đẹp, sẽ ủng hộ tiếp",2025-07-17,vải mềm form đẹp sẽ ủng_hộ tiếp
686,nồi chiên,3,neutral,"săn sale nên thấy dùng ổn, cần test thêm",2025-09-24,săn sale nên thấy dùng ổn cần test thêm
687,giày thể thao,3,neutral,"đóng gói cẩn thận, chất lượng bình thường, đáng tiền",2025-03-23,đóng_gói cẩn_thận chất_lượng bình_thường đáng tiền
688,giày thể thao,2,negative,"đóng gói cẩn thận, đi hơi cứng chân, sẽ ủng hộ tiếp",2025-07-04,đóng_gói cẩn_thận đi hơi cứng_chân sẽ ủng_hộ tiếp
689,chuột,3,neutral,"săn sale nên thấy dùng tạm ổn trong tầm giá, đáng tiền",2025-01-08,săn sale nên thấy dùng tạm ổn trong tầm_giá đáng tiền
690,bàn phím,3,neutral,"gõ ổn, chưa có gì nổi bật",2025-10-25,gõ ổn chưa có gì nổi_bật
691,nồi chiên,2,negative,"shop giao nhanh, quạt hơi ồn, sẽ ủng hộ tiếp",2025-09-13,cửa_hàng giao nhanh quạt_hơi ồn sẽ ủng_hộ tiếp
692,chuột,1,negative,"đóng gói cẩn thận, double click sau vài ngày, khá khó chịu, sẽ ủng hộ tiếp",2025-12-26,đóng_gói cẩn_thận double click sau vài ngày khá khó_chịu sẽ ủng_hộ tiếp
693,sạc dự phòng,3,neutral,"đóng gói cẩn thận, dùng được, chưa thấy vấn đề",2026-02-08,đóng_gói cẩn_thận dùng được chưa thấy vấn_đề
694,giày thể thao,3,neutral,"săn sale nên thấy đi ổn, đúng giá tiền, đáng tiền",2026-01-06,săn sale nên thấy đi ổn đúng giá tiền đáng tiền
695,bàn phím,4,positive,"săn sale nên thấy keycap chắc chắn, build ngon",2025-05-31,săn sale nên thấy keycap chắc_chắn build ngon
696,sạc dự phòng,1,negative,"đóng gói cẩn thận, máy hơi nóng khi sạc, đáng tiền",2026-01-10,đóng_gói cẩn_thận máy hơi nóng khi sạc đáng tiền
697,áo thun,4,positive,"shop giao nhanh, màu đẹp như hình, hơi tiếc",2025-06-01,cửa_hàng giao nhanh màu đẹp như hình_hơi tiếc
698,nồi chiên,5,positive,"nướng nhanh, chín đều, hơi tiếc",2026-01-11,nướng nhanh chín đều hơi tiếc
699,bàn phím,3,neutral,đúng mô tả nhưng giao hơi lâu,2026-02-24,đúng mô_tả nhưng giao_hơi lâu
700,áo thun,5,positive,"đóng gói cẩn thận, màu đẹp như hình, đáng tiền",2025-07-29,đóng_gói cẩn_thận màu đẹp như hình_đáng tiền
701,giày thể thao,4,positive,"shop giao nhanh, đi êm chân, form đẹp, sẽ ủng hộ tiếp",2026-03-24,cửa_hàng giao nhanh đi êm_chân form đẹp sẽ ủng_hộ tiếp
702,chuột,5,positive,"di chuột mượt, click nhạy, rất đáng tiền",2025-11-25,di_chuột mượt click_nhạy rất đáng tiền
703,nồi chiên,5,positive,"đóng gói cẩn thận, nướng nhanh, chín đều, sẽ ủng hộ tiếp",2025-11-07,đóng_gói cẩn_thận nướng nhanh chín đều sẽ ủng_hộ tiếp
704,giày thể thao,4,positive,"săn sale nên thấy đi êm chân, form đẹp",2025-07-04,săn sale nên thấy đi êm_chân form đẹp
705,sạc dự phòng,2,negative,máy hơi nóng khi sạc,2025-05-17,máy hơi nóng khi sạc
706,sạc dự phòng,4,positive,"shop giao nhanh, sạc nhanh, pin đúng dung lượng",2025-02-19,cửa_hàng giao nhanh sạc nhanh pin đúng dung_lượng
707,chuột,1,negative,"pin yếu hơn mô tả, sẽ ủng hộ tiếp",2025-10-19,pin yếu hơn mô_tả sẽ ủng_hộ tiếp
708,giày thể thao,3,neutral,"chất lượng bình thường, đáng tiền",2025-12-12,chất_lượng bình_thường đáng tiền
